City	Country	Latitude	Longitude	Year	population
Taiyuan, Shanxi	China	37.89	112.55	1975	1520001.1792
Tangshan, Hebei	China	39.61	118.18	1975	1160001.34316
Tianjin	China	39.12	117.18	1975	4870001.52904
Tianmen	China	30.41	112.85	1975	1310001.42306
Tianshui	China	34.58	105.73	1975	520001.573573
Tongliao	China	43.61	122.26	1975	280001.307349
Ürümqi (Wulumqi)	China	43.78	87.58	1975	720001.066336
Weifang	China	36.71	119.1	1975	470001.19094
Wenzhou	China	27.99	120.65	1975	440001.640678
Wuhan	China	30.57	114.27	1975	2670001.53916
Wuhu, Anhui	China	31.33	118.35	1975	390001.730343
Wuxi, Jiangsu	China	33.0	120.0	1975	730001.57764
Xiamen	China	24.46	118.07	1975	420001.837036
Xi'an, Shaanxi	China	34.26	108.9	1975	1720001.36506
Xiangfan, Hubei	China	30.4	114.88	1975	250001.718969
Xiantao	China	30.38	113.4	1975	1210001.07865
Xianyang, Shaanxi	China	34.35	108.71	1975	350001.084946
Xingyi, Guizhou	China	24.53	104.31	1975	450001.179001
Xining	China	36.64	101.76	1975	480001.538876
Xinxiang	China	35.3	113.86	1975	430001.416272
Xinyang	China	32.13	114.05	1975	180001.694835
Xinyu	China	27.79	114.92	1975	420001.29467
Xuanzhou	China	27.09	112.71	1975	690001.439778
Xuzhou	China	34.26	117.16	1975	670001.068301
Yancheng, Jiangsu	China	33.38	120.11	1975	310001.067382
Yantai	China	37.45	121.44	1975	330001.13166
Yibin	China	28.76	104.61	1975	190001.549604
Yichang	China	30.7	111.28	1975	280001.859709
Yichun, Heilongjiang	China	47.73	128.9	1975	740001.765066
Yichun, Jiangxi	China	27.8	114.38	1975	660001.751189
Yinchuan	China	38.46	106.26	1975	270001.775619
Yingkou	China	40.66	122.23	1975	320001.409432
Yiyang, Hunan	China	28.58	112.33	1975	730001.701127
Yongzhou	China	26.21	111.61	1975	900001.468423
Yuci	China	37.68	112.73	1975	210001.860754
Yueyang	China	29.36	113.1	1975	900001.655118
Yulin, Guangxi	China	22.63	110.15	1975	420001.649032
Zaozhuang	China	34.86	117.55	1975	900001.344498
Zhangjiakou	China	40.81	114.88	1975	520001.324194
Zhanjiang	China	21.2	110.4	1975	730001.549401
Zhaotong	China	27.31	103.71	1975	320001.044253
Zhengzhou	China	34.75	113.64	1975	1230001.54741
Zhenjiang, Jiangsu	China	32.2	119.41	1975	260001.464334
Zhuhai	China	22.27	113.56	1975	100001.793167
Zhuzhou	China	27.85	113.13	1975	300001.878491
Zibo	China	36.78	118.05	1975	2030001.69382
Zigong	China	29.4	104.78	1975	800001.728659
Zunyi	China	27.68	106.9	1975	300001.692997
Barranquilla	Colombia	10.98	-74.8	1975	830001.7524
Bogotá	Colombia	4.63	-74.08	1975	3040001.46037
Bucaramanga	Colombia	7.11	-73.11	1975	410001.835996
Cali	Colombia	3.45	-76.52	1975	1050001.96592
Cartagena	Colombia	10.41	-75.53	1975	330001.688266
Medellín	Colombia	6.24	-75.59	1975	1540001.46822
Brazzaville	Congo	-4.28	15.28	1975	330001.372536
Kananga	Democratic Republic of the Congo	-5.89	22.4	1975	370001.872314
Kinshasa	Democratic Republic of the Congo	-4.32	15.29	1975	1480001.4241
Lubumbashi	Democratic Republic of the Congo	-11.68	27.54	1975	400001.189311
Mbuji-Mayi	Democratic Republic of the Congo	-6.14	23.66	1975	330001.129815
San José	Costa Rica	9.93	-84.07	1975	440001.443332
La Habana	Cuba	23.04	-82.41	1975	1850001.84016
Praha	Czech Republic	50.1	14.45	1975	1130001.74656
Cotonou	Benin	6.35	2.43	1975	240001.159186
København	Denmark	55.71	12.54	1975	1170001.4586
Santo Domingo	Dominican Republic	18.48	-69.89	1975	1020001.52906
Guayaquil	Ecuador	-2.2	-79.9	1975	890001.62501
Quito	Ecuador	-0.22	-78.52	1975	630001.073792
San Salvador	El Salvador	13.7	-89.2	1975	600001.969171
Addis Ababa	Ethiopia	9.02	38.7	1975	930001.103537
Huambo	Angola	-12.76	15.73	1975	100001.693792
Luanda	Angola	-8.81	13.23	1975	660001.02544
Helsinki	Finland	60.19	24.97	1975	580001.960357
Bordeaux	France	44.84	-0.59	1975	610001.187705
Lille	France	50.63	3.06	1975	940001.416602
Lyon	France	45.74	4.85	1975	1170001.83226
Marseille-Aix-en-Provence	France	43.28	5.38	1975	1250001.30438
Nice-Cannes	France	43.55	7.01	1975	700001.065559
Paris	France	48.88	2.43	1975	8560001.13814
Toulouse	France	43.59	1.43	1975	510001.37344
Tbilisi	Georgia	41.72	44.78	1975	990001.192724
Berlin	Germany	52.51	13.32	1975	3130001.0144
Hamburg	Germany	53.57	10.02	1975	1720001.94522
Köln	Germany	50.94	6.93	1975	910001.635567
München	Germany	48.14	11.54	1975	1300001.65814
Accra	Ghana	5.55	-0.2	1975	740001.596543
Kumasi	Ghana	6.68	-1.62	1975	400001.245458
Athínai	Greece	37.94	23.65	1975	2740001.01401
Thessaloniki	Greece	40.62	22.79	1975	620001.822349
Baku	Azerbaijan	40.32	49.81	1975	1430001.02947
Buenos Aires	Argentina	-34.62	-58.44	1975	8740001.82912
Córdoba	Argentina	-31.31	-64.17	1975	900001.512259
Mendoza	Argentina	-32.89	-68.83	1975	540001.281313
Rosario	Argentina	-32.93	-60.66	1975	880001.325476
San Miguel de Tucumán	Argentina	-26.82	-65.21	1975	420001.38775
Ciudad de Guatemala (Guatemala City)	Guatemala	14.61	-90.52	1975	720001.933853
Conakry	Guinea	9.54	-13.67	1975	530001.812773
Port-au-Prince	Haiti	18.52	-72.34	1975	580001.655746
Tegucigalpa	Honduras	14.09	-87.2	1975	290001.368694
Hong Kong	China, Hong Kong Special Administrative Region	22.27	114.17	1975	3940001.74455
Budapest	Hungary	47.51	19.09	1975	2000001.54243
Agra	India	27.18	78.02	1975	680001.543986
Ahmadabad	India	23.03	72.56	1975	2050001.50693
Aligarh	India	27.88	78.08	1975	280001.619471
Allahabad	India	25.45	81.85	1975	570001.773275
Amritsar	India	31.63	74.87	1975	520001.677437
Asansol	India	23.68	86.98	1975	290001.976732
Aurangabad	India	19.78	75.29	1975	220001.47912
Bangalore	India	12.97	77.58	1975	2110001.65963
Bareilly	India	28.55	80.12	1975	370001.127177
Bhiwandi	India	19.29	73.06	1975	90001.8713049
Bhopal	India	23.22	77.41	1975	490001.835021
Bhubaneswar	India	20.26	85.83	1975	140001.515331
Chandigarh	India	30.73	76.78	1975	300001.448383
Chennai	India	13.06	80.24	1975	3610001.24603
Coimbatore	India	11.01	76.97	1975	810001.568866
Delhi	India	28.66	77.21	1975	4430001.9838
Dhanbad	India	23.8	86.45	1975	520001.509266
Durg-Bhilainagar	India	21.22	81.43	1975	330001.465832
Faridabad	India	28.42	77.3	1975	150001.314016
Ghaziabad	India	28.67	77.42	1975	180001.614066
Guwahati	India	26.17	91.77	1975	250001.340506
Gwalior	India	26.14	78.1	1975	460001.259616
Hubli-Dharwad	India	15.36	75.08	1975	440001.017669
Hyderabad	India	17.39	78.48	1975	2090001.73536
Indore	India	22.42	75.54	1975	660001.877252
Jabalpur	India	23.15	79.97	1975	620001.643111
Jaipur	India	26.9	75.8	1975	780001.063407
Jalandhar	India	31.32	75.57	1975	340001.972511
Jammu	India	33.45	76.24	1975	190001.259621
Jamshedpur	India	22.8	86.18	1975	540001.135441
Jodhpur	India	26.28	73.02	1975	390001.605581
Kanpur	India	26.45	80.31	1975	1420001.05563
Kochi	India	9.97	76.27	1975	530001.749666
Kolkata	India	22.54	88.33	1975	7890001.1323
Kota	India	25.18	75.83	1975	270001.794527
Kozhikode	India	26.28	75.77	1975	410001.080088
Lucknow	India	26.84	80.91	1975	890001.83794
Ludhiana	India	30.91	75.85	1975	480001.778561
Madurai	India	9.91	78.12	1975	790001.642658
Meerut	India	28.99	77.7	1975	430001.853578
Moradabad	India	28.83	78.78	1975	300001.83943
Mumbai	India	19.07	72.82	1975	7080001.08621
Mysore	India	12.3	76.65	1975	400001.77605
Nagpur	India	21.15	79.08	1975	1080001.58275
Nashik	India	20.02	73.5	1975	330001.158655
Patna	India	25.61	85.13	1975	640001.105253
Pune	India	18.53	73.85	1975	1340001.78777
Raipur	India	21.23	81.63	1975	260001.830085
Rajkot	India	22.3	70.78	1975	360001.244874
Ranchi	India	23.35	85.33	1975	340001.503372
Salem	India	11.65	78.16	1975	460001.321597
Solapur	India	17.68	75.92	1975	440001.202432
Srinagar	India	34.08	74.8	1975	490001.603193
Surat	India	21.16	72.83	1975	640001.811186
Thiruvananthapuram	India	8.48	76.95	1975	450001.363198
Tiruchirappalli	India	10.81	78.69	1975	520001.343136
Vadodara	India	22.3	73.2	1975	570001.602112
Varanasi	India	25.28	82.95	1975	680001.86747
Vijayawada	India	16.51	80.61	1975	420001.593583
Visakhapatnam	India	17.74	83.33	1975	450001.951428
Adelaide	Australia	-34.81	138.52	1975	880001.874678
Brisbane	Australia	-27.45	153.02	1975	930001.009819
Melbourne	Australia	-37.85	145.07	1975	2560001.49126
Perth	Australia	-31.95	115.85	1975	770001.255607
Sydney	Australia	-33.88	151.02	1975	2960001.09971
Bandar Lampung	Indonesia	-5.45	105.26	1975	230001.81401
Bandung	Indonesia	-6.91	107.6	1975	1300001.13462
Bogor	Indonesia	-6.6	106.8	1975	410001.009813
Jakarta	Indonesia	-6.16	106.8	1975	4810001.02095
Malang	Indonesia	-7.98	112.62	1975	460001.684152
Medan	Indonesia	3.58	98.67	1975	880001.799566
Padang	Indonesia	-0.95	100.35	1975	280001.376006
Palembang	Indonesia	-2.99	104.75	1975	660001.672443
Pekan Baru	Indonesia	0.53	101.45	1975	150001.780768
Semarang	Indonesia	-6.97	110.42	1975	780001.103962
Surabaya	Indonesia	-7.39	112.68	1975	1740001.35225
Ujung Pandang	Indonesia	-5.13	119.41	1975	500001.496849
Ahvaz	Iran (Islamic Republic of)	31.31	48.68	1975	310001.57398
Esfahan	Iran (Islamic Republic of)	32.65	51.67	1975	770001.595327
Karaj	Iran (Islamic Republic of)	35.81	50.96	1975	120001.477347
Kermanshah	Iran (Islamic Republic of)	34.3	47.05	1975	270001.815292
Mashhad	Iran (Islamic Republic of)	36.28	59.59	1975	680001.615556
Qom	Iran (Islamic Republic of)	34.65	50.88	1975	230001.641892
Shiraz	Iran (Islamic Republic of)	29.6	52.53	1975	420001.262938
Tabriz	Iran (Islamic Republic of)	38.08	46.28	1975	660001.55027
Tehran	Iran (Islamic Republic of)	35.77	51.44	1975	4270001.12129
Al-Basrah	Iraq	30.5	47.76	1975	350001.306473
Al-Mawsil	Iraq	36.33	43.13	1975	400001.909486
Baghdad	Iraq	33.33	44.39	1975	2620001.43144
Irbil	Iraq	36.16	44.01	1975	190001.912864
Dublin	Ireland	53.34	-6.25	1975	830001.029293
Hefa	Israel	32.76	35.0	1975	350001.277185
Tel Aviv-Yafo	Israel	32.04	34.76	1975	1210001.88196
Milano	Italy	45.47	9.18	1975	3130001.4276
Napoli	Italy	40.83	14.25	1975	2100001.20541
Palermo	Italy	38.12	13.35	1975	780001.074261
Rome	Italy	41.87	12.51	1975	3300001.46473
Torino	Italy	45.07	7.66	1975	1840001.72152
Abidjan	Côte d'Ivoire	5.32	-4.02	1975	970001.926925
Fukuoka-Kitakyushu	Japan	33.57	130.4	1975	1850001.93554
Hiroshima	Japan	34.37	132.44	1975	1770001.77704
Kyoto	Japan	35.0	135.75	1975	1620001.51922
Nagoya	Japan	35.15	136.92	1975	2290001.32459
Osaka-Kobe	Japan	34.63	135.51	1975	9840001.80723
Sapporo	Japan	43.05	141.34	1975	1750001.45778
Sendai	Japan	38.25	140.89	1975	1570001.56414
Tokyo	Japan	35.68	139.8	1975	26620001.0049
Almaty	Kazakhstan	43.25	76.91	1975	860001.941644
Kabul	Afghanistan	34.53	69.13	1975	670001.875172
Wien	Austria	48.2	16.32	1975	2060001.7687
Amman	Jordan	31.94	35.93	1975	500001.204451
Mombasa	Kenya	-4.05	39.65	1975	300001.446919
Nairobi	Kenya	-1.26	36.8	1975	680001.052381
Hamhung	Democratic People's Republic of Korea	39.91	127.55	1975	520001.999536
N'ampo	Democratic People's Republic of Korea	38.73	125.4	1975	220001.475466
P'yongyang	Democratic People's Republic of Korea	39.02	125.75	1975	1350001.23079
Bucheon	Republic of Korea	37.5	126.78	1975	110001.722189
Busan	Republic of Korea	35.1	129.03	1975	2420001.29019
Daegu	Republic of Korea	35.86	128.6	1975	1300001.43546
Daejon	Republic of Korea	36.35	127.38	1975	500001.344294
Goyang	Republic of Korea	37.65	126.8	1975	120001.206895
Gwangju	Republic of Korea	35.16	126.91	1975	600001.364149
Incheon	Republic of Korea	37.48	126.63	1975	790001.092575
Seongnam	Republic of Korea	37.43	127.15	1975	270001.117794
Seoul	Republic of Korea	37.54	126.93	1975	6810001.81592
Suweon	Republic of Korea	37.26	127.01	1975	220001.459831
Ulsan	Republic of Korea	35.55	129.31	1975	250001.825499
Al Kuwayt (Kuwait City)	Kuwait	29.38	47.97	1975	690001.090651
Bishkek	Kyrgyzstan	42.87	74.77	1975	480001.635724
Bayrut	Lebanon	33.88	35.49	1975	1500001.20102
Monrovia	Liberia	6.3	-10.79	1975	230001.446857
Banghazi	Libyan Arab Jamahiriya	32.12	20.06	1975	310001.13464
Tarabulus	Libyan Arab Jamahiriya	32.9	13.18	1975	610001.509856
Antananarivo	Madagascar	-18.9	47.52	1975	450001.368701
Johore Bharu	Malaysia	1.5	103.76	1975	180001.388418
Klang	Malaysia	3.03	101.45	1975	150001.100668
Kuala Lumpur	Malaysia	3.14	101.7	1975	640001.946002
Bamako	Mali	12.65	-7.98	1975	360001.726947
Aguascalientes	Mexico	21.88	-102.29	1975	230001.79538
Chihuahua	Mexico	28.63	-106.07	1975	340001.419774
Ciudad de México	Mexico	19.42	-99.12	1975	10690001.4095
Ciudad Juárez	Mexico	31.73	-106.48	1975	470001.320687
Culiacán	Mexico	24.8	-107.38	1975	230001.426363
Guadalajara	Mexico	20.67	-103.34	1975	1850001.42824
León de los Aldamas	Mexico	21.11	-101.68	1975	590001.98938
Mérida	Mexico	20.97	-89.62	1975	350001.96735
Mexicali	Mexico	32.65	-115.46	1975	300001.347057
Monterrey	Mexico	25.67	-100.31	1975	1590001.3092
Puebla	Mexico	19.04	-98.19	1975	860001.471603
Querétaro	Mexico	20.58	-100.38	1975	160001.130049
Saltillo	Mexico	25.41	-100.99	1975	220001.884617
San Luis Potosí	Mexico	22.15	-100.97	1975	380001.338404
Tijuana	Mexico	32.52	-117.03	1975	360001.262869
Toluca de Lerdo	Mexico	19.28	-99.66	1975	310001.794979
Torreón	Mexico	25.55	-103.76	1975	560001.019161
Ulaanbaatar	Mongolia	47.92	106.91	1975	360001.361831
Chittagong	Bangladesh	22.32	91.82	1975	1020001.86204
Dhaka	Bangladesh	23.7	90.4	1975	2220001.03129
Khulna	Bangladesh	22.84	89.55	1975	470001.971417
Rajshahi	Bangladesh	24.35	88.63	1975	150001.868521
Dar-el-Beida	Morocco	33.6	-7.63	1975	1790001.3762
Fès	Morocco	34.04	-4.99	1975	430001.717874
Marrakech	Morocco	31.63	-8.01	1975	370001.6646
Rabat	Morocco	34.01	-6.83	1975	640001.243315
Maputo	Mozambique	-25.96	32.57	1975	460001.886779
Yerevan	Armenia	40.2	44.53	1975	910001.529599
Kathmandu	Nepal	27.71	85.31	1975	180001.623148
Amsterdam	Netherlands	52.37	4.89	1975	980001.753698
Rotterdam	Netherlands	51.92	4.48	1975	930001.541119
Auckland	New Zealand	-36.9	174.76	1975	730001.765282
Managua	Nicaragua	12.15	-86.27	1975	440001.327867
Antwerpen	Belgium	51.2	4.42	1975	870001.811171
Bruxelles-Brussel	Belgium	50.83	4.36	1975	1610001.58482
Niamey	Niger	13.51	2.12	1975	200001.708021
Abuja	Nigeria	9.05	7.25	1975	80001.4403598
Benin City	Nigeria	6.33	5.62	1975	230001.279361
Ibadan	Nigeria	7.37	3.89	1975	980001.54595
Ilorin	Nigeria	8.49	4.54	1975	320001.14498
Kaduna	Nigeria	10.51	7.44	1975	410001.799365
Kano	Nigeria	11.99	8.49	1975	860001.415719
Lagos	Nigeria	6.45	3.3	1975	1890001.27548
Maiduguri	Nigeria	11.85	13.16	1975	300001.025953
Ogbomosho	Nigeria	8.13	4.25	1975	430001.799368
Port Harcourt	Nigeria	4.78	7.0	1975	360001.226272
Zaria	Nigeria	11.06	7.7	1975	320001.498039
Oslo	Norway	59.93	10.71	1975	640001.083612
Faisalabad	Pakistan	31.4	73.08	1975	910001.988476
Gujranwala	Pakistan	32.15	74.18	1975	430001.916223
Hyderabad	Pakistan	25.38	68.36	1975	670001.697008
Islamabad	Pakistan	33.71	73.06	1975	110001.668255
Karachi	Pakistan	24.89	67.02	1975	3990001.97011
Lahore	Pakistan	31.54	74.34	1975	2400001.17375
Multan	Pakistan	30.2	71.41	1975	600001.966923
Peshawar	Pakistan	34.0	71.54	1975	350001.988861
Quetta	Pakistan	30.2	67.01	1975	190001.348531
Rawalpindi	Pakistan	33.6	73.04	1975	670001.554752
Ciudad de Panamá (Panama City)	Panama	9.0	-79.51	1975	530001.376353
Asunción	Paraguay	-25.3	-57.62	1975	650001.906221
Arequipa	Peru	-16.39	-71.52	1975	350001.540012
Lima	Peru	-12.08	-77.04	1975	3700001.17343
Cebu	Philippines	10.42	123.79	1975	420001.88965
Davao	Philippines	7.08	125.61	1975	490001.334961
Manila	Philippines	14.61	120.96	1975	5000001.65567
Zamboanga	Philippines	6.9	122.06	1975	210001.226442
Kraków	Poland	50.06	19.94	1975	640001.162258
Lódz	Poland	51.77	19.47	1975	800001.048927
Warszawa	Poland	52.24	21.01	1975	1440001.23465
Lisboa	Portugal	38.72	-9.12	1975	2100001.08749
Porto	Portugal	41.16	-8.58	1975	1010001.10377
San Juan	Puerto Rico	18.8	-71.22	1975	1070001.78847
Bucuresti	Romania	44.43	26.12	1975	1700001.76721
Chelyabinsk	Russian Federation	55.14	61.39	1975	970001.64346
Kazan	Russian Federation	55.73	49.14	1975	940001.708567
Krasnoyarsk	Russian Federation	56.01	92.83	1975	730001.650545
Moskva	Russian Federation	55.74	37.7	1975	7620001.50914
Nizhniy Novgorod	Russian Federation	58.54	31.27	1975	1270001.07015
Novosibirsk	Russian Federation	55.03	82.94	1975	1250001.58179
Omsk	Russian Federation	55.06	73.25	1975	930001.807873
Perm	Russian Federation	58.0	56.23	1975	940001.940593
Rostov-na-Donu	Russian Federation	47.23	39.68	1975	870001.373727
Samara	Russian Federation	53.23	50.16	1975	1150001.12034
Sankt Peterburg	Russian Federation	59.91	30.24	1975	4320001.69938
Saratov	Russian Federation	51.49	45.95	1975	820001.77518
Ufa	Russian Federation	54.82	56.09	1975	890001.423282
Volgograd	Russian Federation	48.7	44.48	1975	880001.659489
Voronezh	Russian Federation	51.71	39.26	1975	730001.189372
Yekaterinburg	Russian Federation	56.83	60.58	1975	1140001.95922
Kigali	Rwanda	-1.95	30.05	1975	90001.8744045
La Paz	Bolivia	-16.5	-68.15	1975	700001.91408
Santa Cruz	Bolivia	-17.78	-63.19	1975	230001.898747
Ad-Dammam	Saudi Arabia	26.33	50.08	1975	140001.030628
Al-Madinah	Saudi Arabia	24.42	39.69	1975	210001.619583
Ar-Riyadh	Saudi Arabia	24.65	46.77	1975	710001.708422
Jiddah	Saudi Arabia	21.54	39.17	1975	590001.971253
Makkah	Saudi Arabia	21.42	39.81	1975	380001.368353
Dakar	Senegal	14.68	-17.45	1975	780001.178828
Beograd	Serbia	44.79	20.41	1975	870001.017504
Freetown	Sierra Leone	8.48	-13.23	1975	280001.839914
Singapore	Singapore	1.26	103.83	1975	2260001.85521
Hà Noi	Viet Nam	21.03	105.82	1975	1880001.98742
Hai Phòng	Viet Nam	20.86	106.67	1975	970001.048304
Thành Pho Ho Chí Minh	Viet Nam	10.75	106.66	1975	2810001.14087
Muqdisho	Somalia	2.04	45.34	1975	440001.980743
Cape Town	South Africa	-33.97	18.48	1975	1340001.81129
Durban	South Africa	-29.83	30.94	1975	1020001.87989
Ekurhuleni	South Africa	-26.17	28.22	1975	1000001.83651
Johannesburg	South Africa	-26.17	28.0	1975	1550001.29293
Port Elizabeth	South Africa	-33.88	25.48	1975	530001.941888
Pretoria	South Africa	-25.73	28.21	1975	620001.007007
Vereeniging	South Africa	-26.67	27.93	1975	370001.146307
Harare	Zimbabwe	-17.82	31.02	1975	530001.618307
Barcelona	Spain	41.38	2.18	1975	3680001.19144
Madrid	Spain	40.44	-3.69	1975	3890001.14842
Valencia	Spain	39.47	-0.36	1975	700001.450227
Al-Khartum	Sudan	15.55	32.52	1975	890001.117632
Stockholm	Sweden	59.33	17.99	1975	1020001.0792
Zürich	Switzerland	47.4	8.53	1975	710001.777234
Baixada Santista	Brazil	-23.95	-46.36	1975	770001.188712
Belém	Brazil	-1.43	-48.49	1975	710001.010655
Belo Horizonte	Brazil	-19.85	-43.9	1975	1910001.01722
Brasília	Brazil	-15.79	-47.89	1975	830001.099349
Campinas	Brazil	-22.9	-47.05	1975	770001.44019
Campo Grande	Brazil	-20.45	-54.61	1975	190001.085613
Cuiabá	Brazil	-15.61	-56.09	1975	160001.974623
Curitiba	Brazil	-25.43	-49.28	1975	920001.73932
Florianópolis	Brazil	-27.57	-48.61	1975	220001.790092
Fortaleza	Brazil	-3.78	-38.58	1975	1140001.02023
Goiânia	Brazil	-16.72	-49.25	1975	530001.365475
Grande São Luís	Brazil	-2.51	-44.3	1975	340001.637838
Grande Vitória	Brazil	-20.3	-40.35	1975	490001.208215
João Pessoa	Brazil	-7.12	-34.86	1975	360001.32356
Maceió	Brazil	-9.67	-35.74	1975	340001.182393
Manaus	Brazil	-3.12	-60.01	1975	410001.598161
Natal	Brazil	-5.8	-35.21	1975	370001.96347
Norte/Nordeste Catarinense	Brazil	-26.32	-48.84	1975	280001.615079
Pôrto Alegre	Brazil	-30.04	-51.2	1975	1730001.28268
Recife	Brazil	-8.08	-34.91	1975	1870001.3485
Rio de Janeiro	Brazil	-22.72	-43.45	1975	7560001.5827
Salvador	Brazil	-12.99	-38.48	1975	1340001.23152
São Paulo	Brazil	-23.58	-46.62	1975	9610001.84566
Teresina	Brazil	-5.1	-42.8	1975	280001.280925
Dimashq	Syrian Arab Republic	33.49	36.29	1975	1120001.72514
Halab	Syrian Arab Republic	36.21	37.15	1975	880001.028971
Hims	Syrian Arab Republic	34.73	36.71	1975	310001.920553
Krung Thep	Thailand	13.75	100.51	1975	3840001.57721
Lomé	Togo	6.1	1.2	1975	260001.272916
Dubayy	United Arab Emirates	25.27	55.32	1975	170001.235683
Adana	Turkey	37.0	35.32	1975	470001.520766
Ankara	Turkey	39.92	32.85	1975	1710001.12319
Antalya	Turkey	36.89	30.7	1975	130001.618052
Bursa	Turkey	40.19	29.07	1975	340001.716471
Gaziantep	Turkey	37.04	37.3	1975	300001.151716
Istanbul	Turkey	41.06	29.0	1975	3600001.93305
Izmir	Turkey	38.43	27.14	1975	1050001.46524
Konya	Turkey	37.87	32.48	1975	250001.946824
Kampala	Uganda	0.32	32.57	1975	400001.269552
Dnipropetrovs'k	Ukraine	48.42	35.13	1975	980001.378147
Donets'k	Ukraine	48.04	37.73	1975	960001.086085
Kharkiv	Ukraine	49.98	36.2	1975	1350001.90703
Kyiv	Ukraine	50.44	30.5	1975	1930001.19999
Odesa	Ukraine	46.46	30.73	1975	980001.265809
